reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
Understand 即係 struggles of 香港人 as well 囉 即係 我哋 啲 譬如 買樓 啊 好 辛苦 啊 儲 唔 到 錢 啊 咁 樣 或者 同 阿媽 住 呀 咁 樣 呢啲 struggles 佢哋 會 明白 囉 唔 鍾意 政府 啦 係 嘞,"Understand 即係 struggles of 香港人 as well 囉, 即係我哋啲 — 譬如買樓啊好辛苦啊儲唔到錢啊 咁樣或者(XX)同阿媽住呀:: 咁樣呢啲, struggles 佢哋會明白囉, 唔鍾意政府啦:: 係嘞.",E1-C1-E2-C1-E2-C21-E1-C9,Cantonese,H,Homeland,ACH2004,5,True
Uh 香港 好 潮 濕 啦 即係 我 覺得 香港人 其實 比較 鍾意 complain 㗎 但係 所以 就 obviously 有 好多 好嘢 啦 但係 就 係 嘞 係 啦,"Uh:: 香港好潮濕啦:: 即係我覺得香港人其實比較鍾意 complain 㗎, 但係所以就, obviously 有好多好嘢啦但係就 — 係嘞, 係啦.",C12-E1-C4-E1-C10,Cantonese,H,Homeland,ACH2004,1,True
真 中國人 我 覺得 eh 好 嘅 方面 來講 呢 即係 啲 好 eh 啲 values 啦 譬如 嗰啲 咩 忠孝 仁義 即係 孔子 留低 嗰啲 eh 要 愛錫 屋企人 啊 要 尊重 乜乜乜 啊 係 嘞 嗰啲 啦,"真中國人, (我)覺得, eh:: 好嘅方面來講呢 即係:: 啲好:: eh, 啲 values 啦, 譬如嗰啲咩 忠孝仁義, 即係孔子留低嗰啲 eh 要:: 愛錫屋企人啊:: 要尊重.. 乜乜乜啊:: 係嘞, 嗰啲啦.",C13-E1-C20,Cantonese,H,Homeland,ACH2004,5,True
Eh 讀 嗰啲 好 嘅 qualities 啦 就 eh 比較 humble 啦 eh 無 即係 驕傲 啊 無 即係 eh show off 啊,"Eh:: 讀(X) — 嗰啲, 好嘅 qualities 啦, 就:: eh:: 比較 humble 啦, eh 無即係驕傲啊:: 無即係, eh, show off 啊::",C4-E1-C3-E1-C6-E2,Cantonese,H,Homeland,ACH2004,6,True
You know 即係 呢啲 好 considerate 囉 我 覺得 中 即係 中國 嗰個,"You know, 即係呢啲, 好 considerate 囉, 我覺得中:: — 即係中國嗰個...",E2-C3-E1-C7,Cantonese,H,Homeland,ACH2004,0,False
要 去 諗 對方 嗰個 perspective 啦,要去諗對方嗰個 perspective 啦. ,C5-E1-C1,Cantonese,H,Homeland,ACH2004,0,False
Eh 要 禮尚往來 啦 要 即係 呢啲 好多 customs 啦 注重 festivals 啦 eh,"Eh:: 要禮尚往來啦:: 要:: 即係呢啲好多 customs 啦, (注重) festivals 啦, eh:: ...",C7-E1-C2-E1-C1,Cantonese,H,Homeland,ACH2004,2,True
咁 中 係 囉 咁 politically 我 又 覺得 你 唔 需要 好 nationalistic 先可以 做 中國人 嘅 係 囉 係 嘞,"咁:: 中:: ... 係囉... 咁:: politically 我又覺得.. 你唔需要好 nationalistic 先可以做中國人嘅:: ... 係囉, 係嘞. ",C5-E1-C6-E1-C8,Cantonese,H,Homeland,ACH2004,1,True
我 諗 都 係 通常 對 我 嚟講 淨係 講 culture 囉 即係 你 有無 嗰個 嗰啲 觀念 啊 同埋 啲 behavior 囉 係 嘞,"我諗都係通常對我嚟講淨係講 culture 囉, 即係你有無, 嗰個:: 嗰啲觀念啊, 同埋啲 behavior 囉, 係嘞. ",C10-E1-C9-E1-C3,Cantonese,H,Homeland,ACH2004,1,True
Uh 啲 A few words doesn't count I think,"Uh, (啲X) — A few words doesn't count, I think.",C1-E7,English,H,Homeland,ACH2004,1,True
Uh 潮州話 Like the dialect Yeah,Uh:: 潮州話? Like the dialect? Yeah.,C1-E4,English,H,Homeland,ACH2004,1,True
And my mom speaks 潮州話 as well,And my mom speaks 潮州話 as well.,E4-C1-E2,English,H,Homeland,ACH2004,0,False
成個 鬼妹仔 咁 樣 你 係咪 浸 過 鹹水 like going abroad to yeah So like going abroad to yeah,"成個鬼妹仔咁樣, 你係咪浸過鹹水, like going abroad to — yeah.",C9-E11,English,H,Homeland,ACH2004,0,False
哦 uh 係咪 去過 外國 讀書 呀 like usually it's like yeah curious about the background cause I don't sound Hong Kong Hong Kong,"哦, uh 係咪去過外國讀書呀, like usually it's like, yeah, curious about the background cause I don't sound Hong Kong Hong Kong.",C5-E17,English,H,Homeland,ACH2004,2,True
都 會 㗎 係 啊 係 啊 有時候 yeah,"都會㗎. 係啊係啊, 有時候, yeah.",C6-E1,Cantonese,H,Homeland,ACH2004,2,True
香港 係 香港 或者 eh So South of China 囉 即係 但係 其實 真係 都 係 都 香 香港 囉 係 囉 香港 囉 其實 I'm thinking 香港 廣州 definitely closer to 香港,"香港, 係香港:: 或者, eh:: So– South of China 囉, 即係, — 但係其實真係都 — 係都 — 香 — 係囉, 香港囉, 其實 I'm thinking 香港廣州, definitely closer to 香港. ",C4-E4-C16-E2-C2-E3-C1,Cantonese,H,Homeland,ACH2004,1,True
Uh 口音 囉 同埋 用字 囉 即係 有時 feel 到 㗎,"Uh:: 口音囉, 同埋用字囉. 即係有時 feel 到㗎.",C7-E1-C2,Cantonese,H,Homeland,ACH2004,1,True
即係 即係 譬如 如果 係 ABC 啦 咁 就 有啲 鬼 鬼 哋 嘅 口音 啦,"即係, 即係譬如如果係ABC啦咁就有啲鬼鬼哋嘅.. 口音啦.",C5-E1-C10,Cantonese,H,Homeland,ACH2004,0,False
咁 如果 有時 係 啲 大陸 落嚟 嗰啲 即係 有啲 Mandarin accent 呢 就 會 都 係 有啲 口音 囉 譬如 可能 佢哋 講 一二 三 佢哋 會 一二 山 因為 佢 個 一二 三 係 無 即係 口 唔會 盒 埋 即係 聽到 囉,"咁如果有時係啲:: 大陸落嚟嗰啲, 即係有啲 Mandarin accent 呢, 就會... 都係有啲口音囉, 譬如... 可能佢哋講一二三, 佢哋會一二山, 因為佢個(一二三)係無, 即係口唔會盒埋. 即係聽到囉.",C10-E2-C33,Cantonese,H,Homeland,ACH2004,0,False
我 個 感覺 就係 咁 囉 但係 可能 即係 through the conversation 就 留意 到 咁 樣 囉 係 嘞,"我個感覺就係咁囉, 但係可能即係 through the conversation 就留意到咁樣囉, 係嘞.",C9-E3-C8,Cantonese,H,Homeland,ACH2004,0,False
但係 如果 係 international school 好似 我 咁 就 未必 得 囉 即可 能 都 覺得 係 美國人 囉,"但係如果係 international school 好似我咁就未必得囉, 即可能都覺得係美國人囉.",C3-E2-C14,Cantonese,H,Homeland,ACH2004,0,False
其實 都 唔係 嘅 因為 香港 好多 expat,"其實都唔係嘅, 因為香港好多 expat. ",C7-E1,Cantonese,H,Homeland,ACH2004,0,False
講 廣東話 無講 得 咁多 但 佢哋 其實 都 technically 係 香港人,但佢哋其實都 technically 係香港人?,C9-E1-C2,Cantonese,H,Homeland,ACH2004,0,False
Umm 佢 嘅 作用 呀 都,Umm::.. 佢嘅作用呀?,E1-C5,Cantonese,H,Homeland,ACH2004,0,False
即係 都 即係 我哋 嘅 身分 好多 都 會 係 屋企人 或者 爸爸 媽媽 啊 或者 啲 親戚 朋友 啊 嚟 即係 develop 𠺢嘛 咁 你 我 要 識 廣東話 可以 同 佢哋 溝通 先可以 develop 呢個 identity 咁 樣 係 喇,"即係都... 即係我哋嘅身分好多都會係屋企人或者爸爸媽媽啊或者啲親戚朋友啊嚟, 即係 develop 𠺢嘛, 咁你– 我要識廣東話可以同佢哋溝通先可以 develop 呢個 identity 咁樣, 係喇.",C20-E1-C12-E1-C1-E1-C4,Cantonese,H,Homeland,ACH2004,2,True
咁 in terms of 呢個 即係 interpersonal relationship 喇 in terms of self 呢 即係 你 要 有 個 字 先可以 describe 到 你 嗰種 feeling 所以 我 覺得 係 囉 我 覺得 廣東話,"咁 in terms of, 呢個即係 interpersonal relationship 喇, in terms of self 呢, 即係， 你要有個字先可以... describe 到你嗰種 feeling (囉X), 所以我覺得... 係囉, 我覺得廣東話...",C1-E3-C2-E2-C1-E4-C8-E1-C3-E1-C8,Cantonese,H,Homeland,ACH2004,0,False
或者 啲 嬲 啊 嗰啲 就 即係 嬲 人 又 好似 多 啲 方法 咁 樣 就 yeah so there's more,"(或者啲)嬲啊, 嗰啲就, 即係嬲人又好似.. 多啲方法咁樣:: 就 — yeah so there's more.",C16-E4,Cantonese,H,Homeland,ACH2004,1,True
佢 嗰個 樣 啊 嘛 即係 我 覺得 用 即係 英文 嚟 你 去 angry 啊 frustrated 啊 嗰啲 啦,"佢嗰個樣啊嘛, 即係我覺得用 — 即係英文(嚟)你去 angry 啊, frustrated 啊嗰啲啦.",C13-E2-C2,Cantonese,H,Homeland,ACH2004,3,True
Like you know how 香 Cantonese is 得 and 唔 得,Like you know how 香 — Cantonese is 得 and 唔得.,E4-C1-E2-C1-E1-C1,English,H,Homeland,ACH2004,1,True
eh 讀緊 linguistics,"eh,讀緊linguistics.",C1-E1,Equal,H,Homeland,ACH2007,1,True
eh 佢 係 mainland 度 出世 跟住 之後 先 去 香港,"eh,佢係mainland度出世,跟住之後先,去香港.",C2-E1-C7,Cantonese,H,Homeland,ACH2007,1,True
全部 都 係 mainland,全部都係mainland.,C3-E1,Cantonese,H,Homeland,ACH2007,0,False
eh 好 細 過 即係 可能 講緊 三 歲 之前 可能 有 mainland 有 住 過 但係 唔係 好 肯定 幾耐 但 之後 三 歲 打 後 大部分 時間,"eh:::好細過,即係可能講緊,三歲之前,可能有mainland,有住過,但係唔係好肯定幾耐,但之後,三歲打後大部分時間,",C11-E1-C16,Cantonese,H,Homeland,ACH2007,1,True
eh 都 係 local 但係,"eh,都係local,但係 ,",C2-E1-C1,Cantonese,H,Homeland,ACH2007,1,True
英文 教書 嘅 學校 但係 就 唔係 international,"英文教書,嘅學校,但係就唔係international.",C7-E1,Cantonese,H,Homeland,ACH2007,0,False
uh huh 無,"uh-huh, 無.",E1-C1,Equal,H,Homeland,ACH2007,1,True
eh 比較 似 嗰啲 民間 信仰 多 即係 可能 會 拜 下 神 嗰啲 但係 唔係 exactly 例如 佛教徒 唔係 嗰啲 嘅 就,"eh:::比較似嗰啲民間信仰多,即係可能會拜下神,嗰啲,但係唔係exactly,例如佛教徒,唔係嗰啲嘅就.",C15-E1-C6,Cantonese,H,Homeland,ACH2007,1,True
比較 Ritual 啲 啊 可能 eh 要 要 大 啲 先有 嗰啲 即係 會 有 呢啲 習俗,"比較Ritual啲啊,可能eh:::要,要(x)大,啲先有嗰啲,即係會有呢啲習俗,",C1-E1-C13,Cantonese,H,Homeland,ACH2007,2,True
真係 好 religious 來講 可能 要 講 即係 小學 同 中學 佢 係 即係 我 係 送 咗 去,"真係好religious來講,可能要講,即係,小學同中學佢係,即係我係送咗去,",C2-E1-C16,Cantonese,H,Homeland,ACH2007,0,False
有 宗教學 校 可能 嗰個 reputation 比較 好 啲 囉 咁 樣,"有宗教學校,可能嗰個,reputation比較好啲囉,咁樣.",C5-E1-C6,Cantonese,H,Homeland,ACH2007,0,False
另外 嗰啲 個 connection 無咁 深 囉 即係,"另外嗰啲個connection無咁深囉,即係,",C3-E1-C4,Cantonese,H,Homeland,ACH2007,0,False
eh 雖然 可能 係 有啲 law 啊 又 或者 乜嘢 啊 規定 咗 you are part of this 但係,"eh:::雖然可能係有啲law啊,又或者乜嘢啊,規定咗you are part of this,但係,",C4-E1-C5-E5-C1,Cantonese,H,Homeland,ACH2007,3,True
或者 係 你 個 belonging sense of belonging 嗰啲 嘢 唔係 eh,"或者係,你個 belonging, sense of belonging,嗰啲嘢唔係,eh:::",C4-E4-C3,Cantonese,H,Homeland,ACH2007,1,True
嗰啲 law and order 可以 可以 夾硬 就 晝 話 你 你 有囉 即係 呢 樣 好睇 嗰個 feeling 而 我 覺得 eh,"嗰啲law and order可以,可以,夾硬就晝話你,你有囉,即係,呢樣好睇嗰個feeling,而,我覺得,eh:::",C1-E3-C14-E1-C3,Cantonese,H,Homeland,ACH2007,1,True
即係 呢個 city 呢個 地方 對於 我 嚟講 嗰個 感受 大 喎 成個 國家,"即係呢個city,呢個地方,對於我嚟講嗰個感受大喎,成個,國家.",C2-E1-C11,Cantonese,H,Homeland,ACH2007,0,False
可能 mainland 落嚟 嗰啲 比例 越來越多,"可能mainland,落嚟嗰啲比例越來越多.",C1-E1-C4,Cantonese,H,Homeland,ACH2007,0,False
都 係 local 多,"都係local,多.",C2-E1-C1,Cantonese,H,Homeland,ACH2007,0,False
好 tricky 喔,好tricky喔.,C1-E1-C1,Cantonese,H,Homeland,ACH2007,0,False
唔係 好 關 自己 事 嘅 噉樣 我 反而 係 個 birth place 唔係 咁 重要,"關自己事嘅噉樣,我反而,係個birth place唔係咁,重要,",C11-E2-C3,Cantonese,H,Homeland,ACH2007,0,False
emm 我 覺得 呢個 係 一個 即係 比較 有 大 啲 correlation,"emm:::我覺得,呢個係一個,即係,比較有大啲correlation.",C10-E1,Cantonese,H,Homeland,ACH2007,1,True
可能 要睇 下 佢 嗰個 感情 係 即係 點樣 培養 出來 嘅 即係 可能 係 eh 佢 一直 身處 係 可能 外國 有啲 eheh 香港 community 啊,"可能要睇下佢嗰個感情係即係點樣培養出來嘅,即係可能係,eh佢一直身處係可能,(xx)外國有啲,eheh香港community啊.",C22-E1-C1-E1,Cantonese,H,Homeland,ACH2007,2,True
但係 如果 唔係 住 喺度 啊 咁 可能 有多 樣嘢 諗 就係 佢 所 鍾意 又 或者 佢 所 認識 嘅 個 嗰 香港 究竟 係咪 真係 同 reality 入邊 嗰個 情況 一樣,"但係,如果唔係住喺度啊,咁可能有多樣嘢諗,就係佢所鍾意,又或者佢所認識嘅個嗰香港,究竟係咪真係同,reality入邊嗰個情況一樣.",C27-E1-C4,Cantonese,H,Homeland,ACH2007,1,True
ruling 即係 個 沓 本質 嘅 嗰啲 政權 又 或者 係 嗰個 國家 本身 個 文化 本身 啊,"ruling,即係,個(沓)本質嘅嗰啲政權,又或者係嗰個國家本身個文化本身啊.",E1-C16,Cantonese,H,Homeland,ACH2007,1,True
叫 自己 做 let's say 美國人,"叫自己做let's say美國人,",C3-E2-C1,Cantonese,H,Homeland,ACH2007,0,False
y 你 係 鍾意 嗰個 地方 嘅 文化 多 啲 囉,"y,你係鍾意嗰個,地方嘅,文化多啲囉,",E1-C10,Cantonese,H,Homeland,ACH2007,0,False
即係 而 唔係 啊 可能 我 覺得 哇 佢 嗰度 eh(x 正 啊 福利 正 就 會 叫 自己 做 真係 美國人 噉樣,"即係而唔係,啊可能我覺得,哇佢嗰度eh(x)正啊,福利正,就會叫自己做真係,美國人噉樣.",C9-E1-C11,Cantonese,H,Homeland,ACH2007,2,True
人 點樣 Identity 自己 sexuality 噉樣,"人,點樣Identity自己sexuality噉樣,",C2-E1-C1-E1-C1,Cantonese,H,Homeland,ACH2007,0,False
即係 都 無問題 我 覺得 睇 你 自己 點樣 identify,"即係都無問題,我覺得睇你自己點樣identify.",C9-E1,Cantonese,H,Homeland,ACH2007,0,False
九成 時間 即係 對 住 local 啊 即係 識講 即係 對方 識講,"九成時間,(xx)即係對住local啊,即係識講,即係對方識講,",C5-E1-C5,Cantonese,H,Homeland,ACH2007,1,True
通常 係 會 可能 reading 同 writing 多 啲 囉 即係 例如 喺 學校 assignment 嗰啲,"通常係會,可能reading同writing多啲囉,即係例如喺學校assignment嗰啲,",C4-E1-C1-E1-C7-E1-C1,Cantonese,H,Homeland,ACH2007,0,False
eh courses 啊 嗰啲 就 會 用 多 啲 英文 囉,"eh, courses啊, 嗰啲就會用多啲英文囉.",E1-C8,Cantonese,H,Homeland,ACH2007,2,True
跟住 普通話 就 可能 係 有時 啲 中文 course 啊 又 或者 對方 係,"跟住,普通話就,可能係,有時啲中文course啊,又或者對方係,",C8-E1-C4,Cantonese,H,Homeland,ACH2007,1,True
eh 嗰啲 mainland 嘅 學生 啊,"eh,嗰啲mainland嘅學生啊.",C1-E1-C2,Cantonese,H,Homeland,ACH2007,2,True
咁 就 會 用返 普通話 又 或者 係 囉 mainland professor,"咁就會用返,普通話,又或者係囉,mainland professor,",C9-E2,Cantonese,H,Homeland,ACH2007,0,False
不過 就 可能 嗰個 fluency 啊 嗰個 proficiency 無 無咁 高 啦,"不過,就,可能嗰個fluency啊,嗰個proficiency無,無咁高啦,",C4-E1-C1-E1-C4,Cantonese,H,Homeland,ACH2007,1,True
佢 普通話 都 okay 嘅,"佢普通話都,okay嘅.",C3-E1-C1,Cantonese,H,Homeland,ACH2007,0,False
係 啦 跟住 仲有 四川 話 佢 native language 咁,"係啦,跟住仲有四川話,佢,native language,咁.",C7-E2-C1,Cantonese,H,Homeland,ACH2007,0,False
個 fluency 好 啲 但係,"個fluency好啲,但係,",C1-E1-C3,Cantonese,H,Homeland,ACH2007,0,False
英文 都 即係 有 Basic Level 啦,"英文,都,即係有Basic Level啦,",C4-E2-C1,Cantonese,H,Homeland,ACH2007,0,False
跟住 eh 普通話 都 係 okay,"跟住,eh普通話都係,okay.",C4-E1,Cantonese,H,Homeland,ACH2007,1,True
然後 佢 講 電話 係 佢 嘅 native language,"然後佢講,電話,係佢嘅native language.",C7-E2,Cantonese,H,Homeland,ACH2007,0,False
emm 我 覺得 都 okay 因為 即係 你 當 你 嘅 mother tongue 係 Cantonese 嘅 時候 咁 你 講 英文 你 即 點 都 會 有 佢 嗰個 accent 嘅 影響,"emm:::我覺得都okay,因為,即係你,當你嘅mother tongue係Cantonese嘅時候,咁你講英文你,即點都會有佢嗰個accent嘅影響.",C3-E1-C6-E2-C1-E1-C14-E1-C2,Cantonese,H,Homeland,ACH2007,1,True
eh British English 啊 又 或者 係 American 嗰啲 即係 大家 會 有 自己 嘅 口音 但係 就 但係,"eh British English啊,又或者係,American嗰啲,即係大家會有自己嘅口音,但係就,但係,",E2-C3-E1-C11,Cantonese,H,Homeland,ACH2007,2,True
可能 有時 有啲 人 覺得 即係 英文 係 比較 superior 嘅,"可能有時有啲人覺得,即係英文係比較superior嘅,",C9-E1-C1,Cantonese,H,Homeland,ACH2007,0,False
覺得 出現 咗 Cantonese accents 就 會 令到 你,"覺得,出現咗Cantonese accents,就會令到你,",C3-E2-C4,Cantonese,H,Homeland,ACH2007,0,False
成個 語言 即係 英文 無咁 superior 嘅 咁 可能 有啲 咁 嘅 bad feeling,"成個語言,即係英文,無咁superior嘅,咁,可能,有啲咁嘅(bad feeling).",C5-E1-C6-E2,Cantonese,H,Homeland,ACH2007,0,False
因為 我 有 friend 佢 係 好,因為我有friend佢係好:::,C3-E1-C3,Cantonese,H,Homeland,ACH2007,0,False
eh American 嗰啲 即係 嗰啲 卷 脷 好 足 嘅 嗰啲 啦,"eh, American嗰啲, 即係嗰啲卷脷好足嘅嗰啲啦,",E1-C10,Cantonese,H,Homeland,ACH2007,1,True
咁 我 就 講嘢 比較 偏 懶 嘅 即係 我 我 又 唔係 話 即係 specifically 跟 邊隻 accent 好 鍾意 自己 係 講嘢,"我,我又唔係話,即係specifically跟邊隻accent,好鍾意自己係講嘢,",C15-E1-C2-E1-C5,Cantonese,H,Homeland,ACH2007,0,False
但係 eh 有少少 受到 British 嘅 inspire,"但係,eh,有少少受到British嘅inspire,",C3-E1-C1-E1,Cantonese,H,Homeland,ACH2007,1,True
即係 有牌 好 鍾意 睇 嗰啲 British 嘅 跟住 佢 就 會 覺得 啊 你 你 講嘢 好似 British 啊,"即係有牌好鍾意睇嗰啲British嘅(xxx),跟住佢就會覺得,啊你,你講嘢好似British啊,",C6-E1-C10-E1,Cantonese,H,Homeland,ACH2007,2,True
無 話 exactly 係 咩,"無話exactly係咩,",C2-E1-C2,Cantonese,H,Homeland,ACH2007,0,False
同埋 係 其實 都 幾 難聽 即係 difficult to to identify 即係 difficult to 去 去 聽 得 明 我 講乜 嘢 因為 我 有時 真係 講得 幾 下,"同埋係,其實都幾難聽,即係difficult to, to identify,即係difficult to,去,去聽得明我講乜嘢,因為我有時真係,講得幾(x)下.",C7-E4-C1-E2-C15,Cantonese,H,Homeland,ACH2007,0,False
即係 都 都 一定會 有 Hong Kong English 嘅 嗰個 影響 喺度 嘅,"即係都,都一定會有Hong Kong English嘅,嗰個,影響喺度嘅,",C5-E3-C5,Cantonese,H,Homeland,ACH2007,0,False
尤其 係 當 你 嗰個 用 嘅 場合 越 informal 嘅 時候 成 件 事 就 越 cantonese 啊,"尤其係當你,嗰個用嘅場合越informal嘅時候,成件事就越,cantonese啊.",C9-E1-C7-E1,Cantonese,H,Homeland,ACH2007,1,True
跟住 但係 如果 你 eh 要 去 present 啊 啲 比較 正式 嘅 場合 就 有時,"跟住,但係如果你,eh要去present啊,啲比較正式嘅場合,就有時,",C6-E1-C7,Cantonese,H,Homeland,ACH2007,2,True
即係 就 會 俾 就 shake off 咗 cantonese 個 影響 囉 但係 你 話 係咪 真係 好,"即係就會俾,就shake off咗cantonese個影響囉,",C5-E2-C1-E1-C9,Cantonese,H,Homeland,ACH2007,0,False
個 影響 囉 但係 你 話 係咪 真係 好 exactly 好 好 British 咁 應該 唔係 囉,"但係你話,係咪真係好exactly,好,好British咁應該唔係囉,",C9-E1-C2-E1-C4,Cantonese,H,Homeland,ACH2007,0,False
即係 純粹 係 我 覺得 佢 因為 British 來 呢 幾 個 feature 佢 噉樣 呢 幾 個 part pronunciation,"即係,純粹係我覺得,佢,因為British來呢幾個feature,佢噉樣—,呢幾個part pronunciation,",C7-E1-C4-E1-C5-E2,Cantonese,H,Homeland,ACH2007,0,False
講出嚟 嘅 時候 比較 唔使 要 用 咁多 effort 所以 我 就 take 咗 嗰 幾 個 噉樣 但係,"講出嚟嘅時候比較唔使要用咁多effort,所以我就take咗嗰幾個噉樣,但係,",C8-E1-C3-E1-C6,Cantonese,H,Homeland,ACH2007,0,False
類似 係 我 自己 integrate 咗 一堆 唔同 feature 嗰啲 入去 所以 都 唔會 特別 話 有 邊個 label,"類似係我自己,integrate咗一堆唔同feature嗰啲入去,所以都,唔會特別話有邊個label.",C4-E1-C3-E1-C9-E1,Cantonese,H,Homeland,ACH2007,0,False
Yeah 同埋 佢 會 轉 囉 即係 跟住 場合,"Yeah, 同埋佢會轉囉,即係跟住場合.",E1-C8,Cantonese,H,Homeland,ACH2007,0,False
因為 我 講嘢 唔係 好 鍾意 即係 嗰個 oral cavity 呢 長期 hold 住 同一 個 大細 呢,"因為我講嘢唔係好鍾意,即係嗰個 oral cavity呢,長期hold住同一個大細呢,",C8-E2-C2-E1-C5,Cantonese,H,Homeland,ACH2007,0,False
即係 嗰啲 eh consonant 又 俾 我 食晒 啦,"即係嗰啲,eh, consonant又俾我食晒啦,",C2-E1-C5,Cantonese,H,Homeland,ACH2007,1,True
可能 因為 interview 所以 就要 講得 比較 正式 啲 囉 平時 會 eyh 噉樣 講嘢,"可能,因為interview所以就要講得比較正式啲囉,平時會eyh::噉樣講嘢.",C2-E1-C9-E1-C2,Cantonese,H,Homeland,ACH2007,0,False
